,"CRSS","7000","MASTER'S RESEARCH",,"01204","Staff",,10,0,,,
,"CRSS","7000","MASTER'S RESEARCH",,"51201","HUANG",,10,0,,,
,"CRSS","7300","MASTER'S THESIS",,"71202","MCCULLOUGH",,10,0,,,
,"CRSS","7300","MASTER'S THESIS",,"91203","Staff",,10,0,,,
,"CRSS","9000","DOCTORAL RESEARCH",,"21205","MCCULLOUGH",,10,0,,,
,"CRSS","9000","DOCTORAL RESEARCH",,"41206","LECLERC",,10,0,,,
,"CRSS","9300","DOCT DISSERTATION",,"61207","LECLERC",,10,0,,,
,"CRSS","9300","DOCT DISSERTATION",,"81208","Staff",,10,0,,,
,"ECHD","9400","STU AFF ADMIN SEM",,"01090","MADDOX",,15,0,,,
,"ECHD","9430","ENVIRON ASSESSMENT",,"21091","DUNN",,15,0,,,
,"ECHD","9480","THE COLLEGE STUDENT",,"51215","DEAN",,15,0,,,
,"ECHD","9490","CSOAA",,"71216","COOPER",,15,0,,,
,"EMAT","6420","MATH METHODS PREK-8",,"00375","OVRICK",,25,0,,,
,"EMAT","7200","MATH MENTORING",,"90374","OVRICK",,25,0,,,
,"EMAT","7650","APP PROJ MATH EDU",,"40377","MCCRARY",,15,0,,,
,"ERSH","6200","MTHDS RSCH IN EDU",,"01114","LEE",,8,0,,,
,"ERSH","6300","APPLIED STAT MTH ED",,"11115","LEE",,10,0,,,
,"FDST","7000","MASTER'S RESEARCH",,"01896","ORTEGA",,5,0,,,
,"FDST","7000","MASTER'S RESEARCH",,"21897","HUNG",,5,0,,,
,"FDST","7000","MASTER'S RESEARCH",,"41898","CHEN",,5,0,,,
,"FDST","7000","MASTER'S RESEARCH",,"71894","CANNON",,5,0,,,
,"FDST","7000","MASTER'S RESEARCH",,"91895","ALALI",,5,0,,,
,"FDST","7300","MASTER'S THESIS",,"01901","ORTEGA",,5,0,,,
,"FDST","7300","MASTER'S THESIS",,"21902","CANNON",,5,0,,,
,"FDST","7300","MASTER'S THESIS",,"41903","HUNG",,5,0,,,
,"FDST","7300","MASTER'S THESIS",,"61899","CHEN",,5,0,,,
,"FDST","7300","MASTER'S THESIS",,"91900","ALALI",,5,0,,,
,"FDST","9000","DOCTORAL RESEARCH",,"01906","HUNG",,5,0,,,
,"FDST","9000","DOCTORAL RESEARCH",,"11907","ALALI",,5,0,,,
,"FDST","9000","DOCTORAL RESEARCH",,"31908","CHEN",,5,0,,,
,"FDST","9000","DOCTORAL RESEARCH",,"51909","DOYLE",,5,0,,,
,"FDST","9000","DOCTORAL RESEARCH",,"61904","CANNON",,5,0,,,
,"FDST","9000","DOCTORAL RESEARCH",,"81905","ORTEGA",,5,0,,,
,"FDST","9300","DOCT DISSERTATION",,"01915","ORTEGA",,5,0,,,
,"FDST","9300","DOCT DISSERTATION",,"11910","CHEN",,5,0,,,
,"FDST","9300","DOCT DISSERTATION",,"31911","CANNON",,5,0,,,
,"FDST","9300","DOCT DISSERTATION",,"51912","DOYLE",,5,0,,,
,"FDST","9300","DOCT DISSERTATION",,"71913","HUNG",,5,0,,,
,"FDST","9300","DOCT DISSERTATION",,"91914","ALALI",,5,0,,,
,"HACE","2000E","INTRO FAM CON SCI",,"02952","PHILLIPS",,5,0,,,
,"HACE","3010","DIR STDY IN HCE",,"02949","Multiple",,25,0,,,
,"HACE","4330","LEASING STRATG RPM",,"92948","PHILLIPS",,25,0,,,
,"HACE","4900","SEMINAR IN HCE",,"72950","ZAHIROVIC-HE",,25,0,,,
,"HACE","5900","PROF SEM & INT ORIE",,"22953","ANONG",,25,0,,,
,"HACE","5910","HCE INTERNSHIP",,"42954","ZAHIROVIC-HE",,25,0,,,
,"MATH","7002","GEOM & PROB SOLV",,"20376","MCCRARY",,25,0,,,
,"WFED","6990","TOPICS WORKFRC ED",,"81113","LEE",,8,0,,,
,"WFED","9000","DOCTORAL RESEARCH",,"41111","Staff",,18,0,,,
